ID,Phylum,Class,Order,Family,Genus,Species
ESV_2952,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_3064,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_3261,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4288,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4489,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4581,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5017,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5336,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5590,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_1025,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2825,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2905,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_3184,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_3983,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_4802,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_5352,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2110,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,Jania rubens
ESV_2574,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,Jania rubens
ESV_4214,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Parvicellularium,
ESV_3980,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,,
ESV_2043,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,
ESV_3668,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,,
ESV_1901,Rhodophyta,Florideophyceae,Corallinales,,,
ESV_5331,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Gelidiella,Gelidiella fanii
ESV_5688,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Parviphycus,Parviphycus sp. GHB-2016a
ESV_1413,Rhodophyta,Florideophyceae,Gigartinales,Acrotylaceae,Acrotylus,Acrotylus cryptographica
ESV_1369,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Reptataxis,Reptataxis rhizophora
ESV_2453,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dudresnaya,
ESV_6102,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,Hypnea,
ESV_4517,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 indica
ESV_5315,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 indica
ESV_1203,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 KRD-2012
ESV_1921,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_3204,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_5556,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_5488,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Polystrata,
ESV_3903,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Ramicrusta,
ESV_2684,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_4046,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_4827,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_2671,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma denticulatum
ESV_4201,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma denticulatum
ESV_4759,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarconema,
ESV_2874,Rhodophyta,Florideophyceae,Gigartinales,,,
ESV_2957,Rhodophyta,Florideophyceae,Gigartinales,,,
ESV_974,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Actinotrichia,
ESV_3433,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Ganonema,
ESV_4049,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Neoizziella,Neoizziella asiatica
ESV_2196,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Stenopeltis,Stenopeltis gracilis
ESV_2069,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,,
ESV_3127,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,,
ESV_3739,Rhodophyta,Florideophyceae,Nemaliales,,,
ESV_4401,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Champia,Champia bifida
ESV_2500,Rhodophyta,Florideophyceae,,,,
ESV_2501,Rhodophyta,Florideophyceae,,,,
ESV_3075,Rhodophyta,Florideophyceae,,,,
ESV_3270,Rhodophyta,Florideophyceae,,,,
ESV_3646,Rhodophyta,Florideophyceae,,,,
ESV_3999,Rhodophyta,Florideophyceae,,,,
ESV_4335,Rhodophyta,Florideophyceae,,,,
ESV_4720,Rhodophyta,Florideophyceae,,,,
ESV_4782,Rhodophyta,Florideophyceae,,,,
ESV_5900,Rhodophyta,Florideophyceae,,,,
ESV_6045,Rhodophyta,Florideophyceae,,,,
ESV_1002,Annelida,,Sipuncula,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_1760,Annelida,,Sipuncula,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_636,Annelida,,Sipuncula,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_4752,Annelida,,Sipuncula,Phascolosomatidae,Phascolosoma,Phascolosoma pacificum
ESV_6360,Annelida,,Sipuncula,Phascolosomatidae,Phascolosoma,Phascolosoma pacificum
ESV_5367,Annelida,,Sipuncula,Phascolosomatidae,Phascolosoma,Phascolosoma sp. MZK-2017
ESV_4377,Annelida,,Sipuncula,Phascolosomatidae,,
ESV_4514,Annelida,,Sipuncula,Phascolosomatidae,,
ESV_6397,Annelida,,Sipuncula,Phascolosomatidae,,
ESV_4977,Annelida,,Sipuncula,,,nan Sipuncula sp. BMOO-03775
ESV_3963,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,
ESV_1333,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ESV_614,Ochrophyta,Chrysophyceae,Chromulinales,,,
ESV_1787,Ochrophyta,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ESV_5927,Ochrophyta,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ESV_832,Ochrophyta,Cryptophyceae,Cyathomonadacea,,Hemiarma,Hemiarma marina
ESV_3849,Ochrophyta,Dictyochophyceae,Dictyochales,,Dictyocha,Dictyocha speculum
ESV_1208,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1235,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1277,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1632,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1718,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1834,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1846,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1997,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2202,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2477,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2511,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2555,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3032,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3709,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3896,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4144,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4160,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4206,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_5052,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_6027,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_990,Ochrophyta,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1449,Ochrophyta,Dictyochophyceae,Florenciellales,,Pseudochattonella,
ESV_5686,Ochrophyta,Dictyochophyceae,Florenciellales,,Pseudochattonella,
ESV_605,Ochrophyta,Dictyochophyceae,Pedinellales,,Pseudopedinella,Pseudopedinella elastica
ESV_1378,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium catenatum
ESV_1013,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,
ESV_1055,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_1107,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_165,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_2185,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_298,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_358,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_426,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_476,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_548,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_1578,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_2558,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_479,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_621,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_160,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_178,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_1878,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_196,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_256,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_268,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_283,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_297,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_304,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_3351,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_488,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_785,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_996,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_3504,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_3552,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_3730,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_2285,Myzozoa,Dinophyceae,Suessiales,,,
ESV_4311,Myzozoa,Dinophyceae,Suessiales,,,
ESV_5665,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,
ESV_2047,Myzozoa,Dinophyceae,,,,
ESV_2230,Myzozoa,Dinophyceae,,,,
ESV_2598,Myzozoa,Dinophyceae,,,,
ESV_2737,Myzozoa,Dinophyceae,,,,
ESV_3460,Myzozoa,Dinophyceae,,,,
ESV_3631,Myzozoa,Dinophyceae,,,,
ESV_4010,Myzozoa,Dinophyceae,,,,
ESV_4270,Myzozoa,Dinophyceae,,,,
ESV_5674,Myzozoa,Dinophyceae,,,,
ESV_5702,Myzozoa,Dinophyceae,,,,
ESV_6020,Myzozoa,Dinophyceae,,,,
ESV_396,Ochrophyta,Pelagophyceae,Pelagomonadales,,Aureococcus,Aureococcus anophagefferens
ESV_207,Ochrophyta,Pelagophyceae,Pelagomonadales,,Pelagomonas,Pelagomonas calceolata
ESV_6015,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota sp. 12
ESV_271,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota sp. 34
ESV_1320,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Hecatonema,Hecatonema maculans
ESV_1446,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Sauvageaugloia,Sauvageaugloia divaricata
ESV_873,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,
ESV_1036,Ochrophyta,Phaeophyceae,Fucales,Durvillaeaceae,Durvillaea,Durvillaea willana
ESV_3856,Ochrophyta,Phaeophyceae,Fucales,Durvillaeaceae,Durvillaea,Durvillaea willana
ESV_109,Ochrophyta,Phaeophyceae,,,,
ESV_1270,Ochrophyta,Phaeophyceae,,,,
ESV_3363,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_3676,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_4428,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_363,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
ESV_1896,Ochrophyta,Chrysophyceae,Synurales,Mallomonadaceae,Mallomonas,
ESV_1929,Ochrophyta,Chrysophyceae,Synurales,Mallomonadaceae,Mallomonas,
ESV_4413,Ochrophyta,Chrysophyceae,Synurales,Mallomonadaceae,Mallomonas,
