ID,Phylum,Class,Order,Family,Genus,Species
ESV_1709,Mollusca,Gastropoda,,Dialidae,,nan Dialidae sp. BMOO-03134
ESV_768,Mollusca,Gastropoda,,Hermaeidae,Hermaea,Hermaea wrangeliae
ESV_4349,Mollusca,Gastropoda,,Pachychilidae,Sulcospira,Sulcospira paludiformis
ESV_4412,Mollusca,Gastropoda,,Plakobranchidae,Elysia,
ESV_4282,Mollusca,Gastropoda,,,,
ESV_4820,Mollusca,Gastropoda,,,,
ESV_4992,Mollusca,Gastropoda,,,,
ESV_5391,Mollusca,Gastropoda,,,,
ESV_5898,Mollusca,Gastropoda,,,,
ESV_779,Mollusca,Gastropoda,,,,
ESV_944,Mollusca,Gastropoda,,,,
ESV_5949,Nemertea,Enopla,Monostilifera,Amphiporidae,Zygonemertes,Zygonemertes sp. 1 TCH-2015
ESV_1461,Nemertea,Enopla,Monostilifera,Amphiporidae,,
ESV_3354,Nemertea,Pilidiophora,Heteronemertea,Gorgonorhynchidae,Gorgonorhynchus,Gorgonorhynchus albocinctus
ESV_5014,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Notospermus,Notospermus tricuspidatus
ESV_5229,Nemertea,Pilidiophora,Heteronemertea,Lineidae,,nan Lineidae sp. USNM 1616794
ESV_3648,Nemertea,,,,,
ESV_110,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_113,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_140,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_192,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_308,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_335,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_512,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_85,Picozoa,,,,,nan Picobiliphyte sp. MS584-11
ESV_6361,Platyhelminthes,Rhabditophora,Polycladida,,,nan Acotylea sp. HAW04
ESV_2729,Porifera,Demospongiae,Biemnida,,Rhabderemia,Rhabderemia sorokinae
ESV_1660,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_1919,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_1922,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_2048,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_2704,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_2727,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_3190,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_6395,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_842,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri
ESV_3099,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,
ESV_2552,Porifera,Demospongiae,Clionaida,Clionaidae,,
ESV_2600,Porifera,Demospongiae,Clionaida,Clionaidae,,
ESV_4866,Porifera,Demospongiae,Clionaida,Clionaidae,,
ESV_4467,Porifera,Demospongiae,Clionaida,,,
ESV_5121,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,
ESV_1894,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,
ESV_896,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,
ESV_1209,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa
ESV_3273,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa
ESV_3960,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa
ESV_3005,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,Callyspongia plicifera
ESV_2120,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,
ESV_1273,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_1981,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_2286,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_2436,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_245,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_4324,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,
ESV_1197,Porifera,Demospongiae,Haplosclerida,,,
ESV_1447,Porifera,Demospongiae,Haplosclerida,,,
ESV_1679,Porifera,Demospongiae,Haplosclerida,,,
ESV_1737,Porifera,Demospongiae,Haplosclerida,,,
ESV_1857,Porifera,Demospongiae,Haplosclerida,,,
ESV_197,Porifera,Demospongiae,Haplosclerida,,,
ESV_2013,Porifera,Demospongiae,Haplosclerida,,,
ESV_2096,Porifera,Demospongiae,Haplosclerida,,,
ESV_2122,Porifera,Demospongiae,Haplosclerida,,,
ESV_2242,Porifera,Demospongiae,Haplosclerida,,,
ESV_2264,Porifera,Demospongiae,Haplosclerida,,,
ESV_2475,Porifera,Demospongiae,Haplosclerida,,,
ESV_2577,Porifera,Demospongiae,Haplosclerida,,,
ESV_2631,Porifera,Demospongiae,Haplosclerida,,,
ESV_2714,Porifera,Demospongiae,Haplosclerida,,,
ESV_2720,Porifera,Demospongiae,Haplosclerida,,,
ESV_306,Porifera,Demospongiae,Haplosclerida,,,
ESV_3114,Porifera,Demospongiae,Haplosclerida,,,
ESV_3117,Porifera,Demospongiae,Haplosclerida,,,
ESV_321,Porifera,Demospongiae,Haplosclerida,,,
ESV_3215,Porifera,Demospongiae,Haplosclerida,,,
ESV_3373,Porifera,Demospongiae,Haplosclerida,,,
ESV_4896,Porifera,Demospongiae,Haplosclerida,,,
ESV_5012,Porifera,Demospongiae,Haplosclerida,,,
ESV_5680,Porifera,Demospongiae,Haplosclerida,,,
ESV_806,Porifera,Demospongiae,Haplosclerida,,,
ESV_870,Porifera,Demospongiae,Haplosclerida,,,
ESV_954,Porifera,Demospongiae,Haplosclerida,,,
ESV_975,Porifera,Demospongiae,Haplosclerida,,,
ESV_979,Porifera,Demospongiae,Haplosclerida,,,
ESV_2842,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx flabellata
ESV_1875,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,
ESV_2724,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,
ESV_3966,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,
ESV_1952,Porifera,Demospongiae,Poecilosclerida,,,
ESV_1985,Porifera,Demospongiae,Poecilosclerida,,,
ESV_2359,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3139,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3680,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3723,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3742,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3747,Porifera,Demospongiae,Poecilosclerida,,,
ESV_3937,Porifera,Demospongiae,Poecilosclerida,,,
ESV_4047,Porifera,Demospongiae,Poecilosclerida,,,
ESV_4509,Porifera,Demospongiae,Poecilosclerida,,,
ESV_4671,Porifera,Demospongiae,Poecilosclerida,,,
ESV_5048,Porifera,Demospongiae,Poecilosclerida,,,
ESV_6061,Porifera,Demospongiae,Poecilosclerida,,,
ESV_6347,Porifera,Demospongiae,Poecilosclerida,,,
ESV_762,Porifera,Demospongiae,Poecilosclerida,,,
ESV_923,Porifera,Demospongiae,Poecilosclerida,,,
ESV_665,Porifera,Demospongiae,Polymastiida,,,
ESV_903,Porifera,Demospongiae,Polymastiida,,,
ESV_1438,Porifera,Demospongiae,Suberitida,Halichondriidae,,
ESV_1785,Porifera,Demospongiae,Suberitida,Halichondriidae,,
ESV_2916,Porifera,Demospongiae,Suberitida,Halichondriidae,,
ESV_694,Porifera,Demospongiae,Suberitida,Halichondriidae,,
ESV_3288,Porifera,Demospongiae,Suberitida,Suberitidae,,
ESV_5822,Porifera,Demospongiae,Suberitida,Suberitidae,,
ESV_1313,Porifera,Demospongiae,Suberitida,,,
ESV_1696,Porifera,Demospongiae,Suberitida,,,
ESV_1893,Porifera,Demospongiae,Suberitida,,,
ESV_2644,Porifera,Demospongiae,Suberitida,,,
ESV_2670,Porifera,Demospongiae,Suberitida,,,
ESV_2699,Porifera,Demospongiae,Suberitida,,,
ESV_2877,Porifera,Demospongiae,Suberitida,,,
ESV_3067,Porifera,Demospongiae,Suberitida,,,
ESV_4067,Porifera,Demospongiae,Suberitida,,,
ESV_4888,Porifera,Demospongiae,Suberitida,,,
ESV_5885,Porifera,Demospongiae,Suberitida,,,
ESV_6331,Porifera,Demospongiae,Suberitida,,,
ESV_1475,Porifera,Demospongiae,Tethyida,Hemiasterellidae,Hemiasterella,Hemiasterella sp. UCMPWC1021
ESV_1636,Porifera,Demospongiae,Tethyida,Hemiasterellidae,Hemiasterella,Hemiasterella sp. UCMPWC1021
ESV_3140,Porifera,Demospongiae,Tethyida,Hemiasterellidae,Hemiasterella,Hemiasterella sp. UCMPWC1021
ESV_3962,Porifera,Demospongiae,Verongiida,Aplysinidae,Aiolochroia,Aiolochroia crassa
ESV_4263,Porifera,Demospongiae,Verongiida,Aplysinidae,Verongula,
ESV_129,Porifera,Demospongiae,Verongiida,,,
ESV_187,Porifera,Demospongiae,Verongiida,,,
ESV_3019,Porifera,Demospongiae,Verongiida,,,
ESV_5666,Porifera,Demospongiae,Verongiida,,,
ESV_1495,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_1782,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_2030,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_2366,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_3152,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_3209,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_3534,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_3708,Porifera,Demospongiae,,,,nan Demospongiae sp. DGM-2019
ESV_1616,Porifera,Demospongiae,,,,nan Demospongiae sp. GW3035
ESV_2953,Porifera,Demospongiae,,,,nan Demospongiae sp. GW3035
ESV_2278,Porifera,Demospongiae,,,,nan Demospongiae sp. GW5945
ESV_1085,Porifera,Demospongiae,,,,
ESV_1123,Porifera,Demospongiae,,,,
ESV_1610,Porifera,Demospongiae,,,,
ESV_1730,Porifera,Demospongiae,,,,
ESV_1858,Porifera,Demospongiae,,,,
ESV_1918,Porifera,Demospongiae,,,,
ESV_2141,Porifera,Demospongiae,,,,
ESV_2213,Porifera,Demospongiae,,,,
ESV_2412,Porifera,Demospongiae,,,,
ESV_2464,Porifera,Demospongiae,,,,
ESV_2497,Porifera,Demospongiae,,,,
ESV_2585,Porifera,Demospongiae,,,,
ESV_2610,Porifera,Demospongiae,,,,
ESV_3042,Porifera,Demospongiae,,,,
ESV_3357,Porifera,Demospongiae,,,,
ESV_3516,Porifera,Demospongiae,,,,
ESV_3771,Porifera,Demospongiae,,,,
ESV_3888,Porifera,Demospongiae,,,,
ESV_3908,Porifera,Demospongiae,,,,
ESV_420,Porifera,Demospongiae,,,,
ESV_4273,Porifera,Demospongiae,,,,
ESV_5165,Porifera,Demospongiae,,,,
ESV_5614,Porifera,Demospongiae,,,,
ESV_626,Porifera,Demospongiae,,,,
ESV_4748,Porifera,Hexactinellida,Lyssacinosida,Leucopsacidae,Oopsacas,Oopsacas minuta
ESV_2662,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,Oscarella microlobata
ESV_3331,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,Oscarella microlobata
ESV_1536,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_2054,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_3051,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_3094,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_4280,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_436,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,
ESV_1898,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,,
ESV_1923,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,,
ESV_3666,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,,
ESV_2749,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakina,
ESV_3620,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakina,
ESV_2394,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakortis,
ESV_3296,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakortis,
ESV_3813,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,,
ESV_4587,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,,
ESV_4765,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,,
ESV_524,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,,
ESV_1505,Porifera,,,,,
ESV_1664,Porifera,,,,,
ESV_2040,Porifera,,,,,
ESV_6032,Rhodophyta,Compsopogonophyceae,Erythropeltidales,Erythrotrichiaceae,Sahlingia,Sahlingia subintegra
ESV_4026,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,Crouania minutissima
ESV_2402,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,
ESV_4281,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Taenioma,Taenioma perpusillum
ESV_2438,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Amansia,Amansia fimbrifolia
ESV_1764,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,
ESV_2912,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,
ESV_3118,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,
ESV_3726,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,
ESV_984,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,
ESV_2462,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia sparsa
ESV_5550,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia sparsa
ESV_5906,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia sparsa
ESV_3570,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus harveyi
ESV_4809,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Palisada,Palisada parvipapillata
ESV_3769,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Palisada,
ESV_6039,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Savoiea,
ESV_1023,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_2706,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_2952,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_3064,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_3261,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4288,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4489,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_4581,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5017,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5336,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_5590,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ESV_1025,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2825,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2905,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_3184,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_3983,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_4802,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_5352,Rhodophyta,Florideophyceae,Ceramiales,,,
ESV_2110,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,Jania rubens
ESV_2574,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,Jania rubens
ESV_4214,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Parvicellularium,
ESV_3980,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,,
ESV_2043,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,
ESV_3668,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,,
ESV_1901,Rhodophyta,Florideophyceae,Corallinales,,,
ESV_5331,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Gelidiella,Gelidiella fanii
ESV_5688,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Parviphycus,Parviphycus sp. GHB-2016a
ESV_1413,Rhodophyta,Florideophyceae,Gigartinales,Acrotylaceae,Acrotylus,Acrotylus cryptographica
ESV_1369,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Reptataxis,Reptataxis rhizophora
ESV_2453,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dudresnaya,
ESV_6102,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,Hypnea,
ESV_4517,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 indica
ESV_5315,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 indica
ESV_1203,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia sp. 1 KRD-2012
ESV_1921,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_3204,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_5556,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
ESV_5488,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Polystrata,
ESV_3903,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Ramicrusta,
ESV_2684,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_4046,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_4827,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
ESV_2671,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma denticulatum
ESV_4201,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma denticulatum
ESV_4759,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarconema,
ESV_2874,Rhodophyta,Florideophyceae,Gigartinales,,,
ESV_2957,Rhodophyta,Florideophyceae,Gigartinales,,,
ESV_974,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Actinotrichia,
ESV_3433,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Ganonema,
ESV_4049,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Neoizziella,Neoizziella asiatica
ESV_2196,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Stenopeltis,Stenopeltis gracilis
ESV_2069,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,,
ESV_3127,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,,
ESV_3739,Rhodophyta,Florideophyceae,Nemaliales,,,
ESV_4401,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Champia,Champia bifida
ESV_2500,Rhodophyta,Florideophyceae,,,,
ESV_2501,Rhodophyta,Florideophyceae,,,,
ESV_3075,Rhodophyta,Florideophyceae,,,,
ESV_3270,Rhodophyta,Florideophyceae,,,,
ESV_3646,Rhodophyta,Florideophyceae,,,,
ESV_3999,Rhodophyta,Florideophyceae,,,,
ESV_4335,Rhodophyta,Florideophyceae,,,,
ESV_4720,Rhodophyta,Florideophyceae,,,,
ESV_4782,Rhodophyta,Florideophyceae,,,,
ESV_5900,Rhodophyta,Florideophyceae,,,,
ESV_6045,Rhodophyta,Florideophyceae,,,,
ESV_1002,Sipuncula,Aspidosiphonidormes,,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_1760,Sipuncula,Aspidosiphonidormes,,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_636,Sipuncula,Aspidosiphonidormes,,Aspidosiphonidae,Aspidosiphon,Aspidosiphon albus
ESV_4752,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,Phascolosoma,Phascolosoma pacificum
ESV_6360,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,Phascolosoma,Phascolosoma pacificum
ESV_5367,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,Phascolosoma,Phascolosoma sp. MZK-2017
ESV_4377,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,,
ESV_4514,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,,
ESV_6397,Sipuncula,Phascolosomatiformes,,Phascolosomatidae,,
ESV_4977,Sipuncula,,,,,nan Sipuncula sp. BMOO-03775
ESV_3963,,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,
ESV_1333,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ESV_614,,Chrysophyceae,Chromulinales,,,
ESV_1787,,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ESV_5927,,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ESV_832,,Cryptophyceae,Cyathomonadacea,,Hemiarma,Hemiarma marina
ESV_3849,,Dictyochophyceae,Dictyochales,,Dictyocha,Dictyocha speculum
ESV_1208,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1235,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1277,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1632,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1718,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1834,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1846,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1997,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2202,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2477,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2511,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_2555,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3032,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3709,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_3896,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4144,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4160,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_4206,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_5052,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_6027,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_990,,Dictyochophyceae,Florenciellales,,Florenciella,Florenciella parvula
ESV_1449,,Dictyochophyceae,Florenciellales,,Pseudochattonella,
ESV_5686,,Dictyochophyceae,Florenciellales,,Pseudochattonella,
ESV_605,,Dictyochophyceae,Pedinellales,,Pseudopedinella,Pseudopedinella elastica
ESV_1378,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium catenatum
ESV_1013,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,
ESV_1055,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_1107,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_165,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_2185,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_298,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_358,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_426,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_476,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_548,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ESV_1578,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_2558,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_479,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_621,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
ESV_160,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_178,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_1878,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_196,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_256,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_268,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_283,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_297,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_304,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_3351,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_488,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_785,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_996,,Dinophyceae,Gymnodiniales,Kareniaceae,,
ESV_3504,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_3552,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_3730,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ESV_2285,,Dinophyceae,Suessiales,,,
ESV_4311,,Dinophyceae,Suessiales,,,
ESV_5665,,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,
ESV_2047,,Dinophyceae,,,,
ESV_2230,,Dinophyceae,,,,
ESV_2598,,Dinophyceae,,,,
ESV_2737,,Dinophyceae,,,,
ESV_3460,,Dinophyceae,,,,
ESV_3631,,Dinophyceae,,,,
ESV_4010,,Dinophyceae,,,,
ESV_4270,,Dinophyceae,,,,
ESV_5674,,Dinophyceae,,,,
ESV_5702,,Dinophyceae,,,,
ESV_6020,,Dinophyceae,,,,
